Title,URL,Content,Date,Word Count
How We Talk and Write about DH Jobs,https://scholarslab.lib.virginia.edu/blog/dh-cover-letters/,"Crossposted toBrandon's personal blog,the Academic Job Market Support Network, andAmanda's personal blog.Early this summer, we (authors Brandon and Amanda!) planned a post about job search materials, but finishing up the draft got delayed by several weeks. In the intervening time, a small Twitter debate on the subject of academic job advice occurred, and we ended up holding off this post for a few months while discussing how to do it well.The debate in question: someone shared the job advice they generally give students on the academic job market, and folks responded with frustrations about the prescriptiveness, privilege, and goals of the academic job advice genre. Since then, we’ve also appreciatedinspiring work being done on the topic by Hannah Alpert-Abrams.The Academic Job Market Support Networkthat she spearheads shares a lot of the spirit behind what we intended to do with our job search materials, so we’re taking this as an opportunity to revisit the post we had planned. We hav...",2019-10-09T00:00:00-04:00,5015
I/O: Reading & writing as a digital humanist,https://scholarslab.lib.virginia.edu/blog/i-o-reading-writing-as-a-digital-humanist/,"In which we consider our different practices of reading and writing.Tell us a bit about yourselves.AS: My name is Ammon Shepherd. I’m a Digital Humanities Developer and I help out in the Makerspace. I work in fits and spurts on different projects, and my reading kind of reflects that.BW: I’mBrandon Walsh, Head of Graduate Programs in the Scholars’ Lab. I listen to a lot of audiobooks and podcasts, and this lean on a variety of different formats has formed a lot of my reading habits.AV: I’mAmanda Visconti; I co-direct the Scholars’ Lab. I like makingwebsites about books, and reading books about websites.How has your reading style changed over the years?AS: While researching and reading for my dissertation in history, much of my reading was very traditional; books, journal articles, scans and images of archival documents, and loads of printed copies of archive papers. After doing archive research, I would typically go through each document and take notes as I went on the things that I fe...",2018-09-27T07:58:06-04:00,3657
Putting The Humanities Phd To Work: Efforts At UVA,https://scholarslab.lib.virginia.edu/blog/putting-the-humanities-phd-to-work-efforts-at-uva/,"Crossposted tothe PHD+ Blog.This blog post was co-written bySonali MajumdarandBrandon Walshas a review of Katina Rogers’ recent bookPutting the Humanities PhD to Work: Thriving In and Beyond the Classroom.What is a humanities PhD good for? Where does it lead? What can it do?Both of us work with graduate students at UVA to help them answer similar questions for themselves as they prepare for a variety of careers. As students navigate these conversations and the job market, it can be helpful to draw upon the examples of those who have parlayed their humanities PhD into successful careers. Putting the Humanities PhD to work: Thriving in and Beyond the Classroom, by Katina Rogers and published by Duke University Press in July, offers a range of useful resources for those who advise graduate students as well as a trenchant case for reforming graduate training in the humanities. Throughout the book, Rogers weaves personal narrative and professional advice, drawing upon a wealth of experience...",2021-01-21T00:00:00-05:00,1268
Breadth And Depth in DH Professional Development,https://scholarslab.lib.virginia.edu/blog/breadth-and-depth-in-dh-professional-development/,"Crossposted toBrandon's blog.I’m going to try to re-enter blogging by intentionally writing short pieces more regularly. Bear with me as I try to find a voice in this new, shorter format. I’ll be breaking things that might otherwise be longer pieces into small nuggets that cover a single topic and then linking them together.I thought I would start off by documenting some tools and ideas that I regularly use in conversations with students, beginning with how I discuss the range of DH careers with interested students. These talks often start with one key question: what kinds of jobs are out there?There are several ways to approach to the topic, but I usually start conversations about careers in DH by drawing a very simple diagram: two axes, with the x-axis labeled as breadth and the y-axis as depth. The constellation of work involved in any given digital humanities position can be described in terms of a relationship between the two.Breadth: generalized work across many different DH topi...",2023-05-12T00:00:00-04:00,951
Fellowship Calls and Grad Student Professional Development,https://scholarslab.lib.virginia.edu/blog/fellowship-calls-and-grad-student-professional-development/,"I want to share several developments from the grad programs side of the Lab this semester. It’s been a busy fall, and I’m pleased with all the work the team has put into our programs!For one, the CFPs for two of our fellowship programs are now live.The Praxis Program, which will welcome its eighth cohort next year, will have a deadline of February 15th for applications from PhD students at UVA. This flagship program is in many ways the core of our graduate community, and we’re very excited that it continues to thrive. I am also very pleased to announce that theDigital Humanities Prototyping fellowships, piloted this past year with a cohort of four students, will continue next year with its own application deadline of February 15th. Open to PhDandMA students at UVA, these fellowships are meant to shore up our support of students in the intermediate years of their graduate work, to provide collaborative projects a space in our fellowship portfolio, and to give young scholars a chance to ...",2017-12-14T04:42:42-05:00,841
Blogging a Book so Far,https://scholarslab.lib.virginia.edu/blog/blogging-a-book-so-far/,"Crossposted toBrandon's blog.I recently published thethirdin a series of excerpts on my ongoing book project. This third piece closes out the first section of the first chapter, which introduces the principle argument of the book: institutions have pedagogies embedded within them that we can work to change in our teaching and administration. This first section also introduces the structure of the book, which draws upon what I see as the five components of the institutional narratives neoliberal universities tell about themselves. Universities aspire to be:KnowableNeutralIntellectualPrestigiousForward-lookingEach chapter takes one of these values, critiques its relationship to teaching and learning, and offers pedagogical and administrative ways to push back from the stance of the digital humanities practitioner. The material so far comes from the first chapter on knowability. Normally, I would push ahead and post the next excerpt from the project, but that material has actually already...",2025-03-31T00:00:00-04:00,948
A Meeting Toolkit For New Facilitators,https://scholarslab.lib.virginia.edu/blog/a-meeting-toolkit-for-new-facilitators/,"Crossposted toBrandon's blog.Balancing the messy, complex work of humanities research with the logistics of managing collaboration can be quite challenging. There are a range of resources out there1for the high-level aspects of project design, but we rarely provide students with training in how to manage the micro-level interactions that make up collaboration. So you’re a humanities student working with a group. You decide you have to call a meeting. Where do you start?This post aims to provide some quick tips to students, in particular, for making meetings a productive experience for everyone involved. We won’t go into too much detail about any one of these topics. We’ll instead give a high-level overview of some concepts and approaches that you can implement. As the saying goes, everything will look like a nail if the only thing you have is a hammer. We’ll give a brief overview of the other things in your toolkit.AgendasAny meeting will work better if you have a clear goal in mind, a...",2023-07-31T00:00:00-04:00,1443
Five Verbs for Open Pedagogy,https://scholarslab.lib.virginia.edu/blog/five-verbs-for-open-pedagogy/,"Crossposted to mypersonal blog.This week I’m at Digital Pedagogy Lab 2019, where I’m taking a course on Critical Open Pedagogy from Rajiv Jhangiani. For one of our prompts today, he asked us to respond to a post of his on5 Rs for Open Pedagogy. The goal was to get us to reflect a bit on the values that bring us to the open space as well as the kinds of values that we bring with us. I think the aim was to come up with a concise, listicle style, but I didn’t quite follow that format. If I had to extract five verbs to describe what I write below about open pedagogy, they might be:CareValueShareEmpowerCritiqueThe prompt and Rajiv’s post make me think of Erin Rose Glass’sincredible notionthat if you stacked up all the papers written in all the courses in the world each semester they could reach the moon. Along with the image, she offers the provocative notion that those notes will all be thrown away at the end of the term. It’s an image to which I often return.All that paper. All those idea...",2019-08-07T06:37:46-04:00,529
Questions to Ask When Applying,https://scholarslab.lib.virginia.edu/blog/questions-to-ask-when-applying/,"Crossposted toBrandon's blog.This post is primarily meant to be a resource for students interested in applying to one of the Scholars’ Lab Graduate Fellowships. I often speak with people 1:1 about their applications to our Praxis or DH Fellows programs. These solo meetings are usually the best way to get to know someone and learn about their work, and I hope students will continue reaching out in this way. But I also always want the process to be transparent for everyone applying, and I want every applicant to have access to the same resources. So in what follows I try to collect the most useful information about how to apply successfully for one of our programs based on what repeatedly comes up in those conversations and at our information sessions (directly pulled from one piece of that slide deck). We always have more strong applicants than we can take into our programs, and asking the following questions of your application can help you to ensure you’re representing yourself in the...",2023-05-30T00:00:00-04:00,2126
Announcing Our 2024-2025 Graduate Fellow In Digital Humanities,https://scholarslab.lib.virginia.edu/blog/announcing-our-2024-2025-graduate-fellow-in-digital-humanities/,"The Scholars’ Lab is excited to announce next year’s Graduate Fellow in Digital Humanities! Loren Lee (French) will join us for a year of concentrated digital work related to her dissertation entitled “The Life of Saint Mary the Egyptian: A Digital Critical Edition of the Old French Version T with English Translation.” She joins a vibrant community of students working in the Lab in the coming year. Please welcome Loren!Special thanks to everyone who served on the fellowship committees that selected our wonderful fellows next year. We look forward to working with Loren and our newPraxis fellowsin the coming months.Brandon Walshis
                Head of Student Programs in the Scholars’ Lab.Cite this post:Brandon Walsh. “Announcing Our 2024-2025 Graduate Fellow In Digital Humanities”. Published March 25, 2024.https://scholarslab.lib.virginia.edu/blog/announcing-our-2024-2025-graduate-fellow-in-digital-humanities/. Accessed on.",2024-03-25T00:00:00-04:00,126
Is It Data?,https://scholarslab.lib.virginia.edu/blog/is-it-data/,"Crossposted toBrandon's blog.Snow is on the ground, but I bundled up to make it to campus for week two of “Data for the Rest of Us,” a semester-long, two-credit introduction to data literacy from a humanities perspective. The general arc of the course takes students through all parts of the data construction pipeline and culminates in small groups developing datasets based around their own interests to share back with the class. This week’s topic was “Data Identification,” which I structured in two segments: theory and practice.First, we developed a working definition of what qualifies as data. Core to this was theWikipedia page for data, which offers a neat and actionable summary in the first paragraph: “Data (/ˈdeɪtə/ DAY-tə, US also /ˈdætə/ DAT-ə) are a collection of discrete or continuous values that convey information, describing the quantity, quality, fact, statistics, other basic units of meaning, or simply sequences of symbols that may be further interpreted formally.”For our p...",2025-01-22T00:00:00-05:00,934
"Reading, Not Writing",https://scholarslab.lib.virginia.edu/blog/reading-not-writing/,"Crossposted toBrandon's blog.Back in January, we in the Scholars’ Lablooked back fondlyon all the public writing we had done together in 2019 and boldly looked ahead to all that we would do in 2020. We had big plans for putting more thoughts out in the world on a variety of topics. Then, of course, 2020 happened. In addition to the ongoing public health emergency, I have also been simmering with bottled rage about the full spectrum of political struggles related to the murder of George Floyd and subsequent protests, the ongoing climate emergency, and the Presidential election. Writing seems far less important now, with everything going on. All of this is to say that I, for one, have not been getting much blogging done. I felt a tremendous amount of guilt around this at first, as one typically does in academia when you have publicly declared yourself to be doing something that you cannot follow through on. But I have been trying to take the advice of Connor Kenaston, a former Praxis stu...",2020-10-19T06:39:37-04:00,1187
Apply to the Praxis Program for 2022-2023!,https://scholarslab.lib.virginia.edu/blog/apply-to-the-praxis-program-in-2022-2023/,"Calling UVA graduate students! It’s time to start thinking about next year.Applications are now open for the 2022-2023 Praxis Program cohort. Applications are due March 1st, 2022. Consider spending some time with us next year!If you’re interested in learning more about the fellowship or have questions about anything you read below, please consider attending the information session for the 2022-2023 cohort -Tuesday, February 1st, 2022 from 10:00-11:00 on Zoom. Pleaseregisterto attend**.ThePraxis Programis a radical re-imagining of the annual teaching and training we offer in the Scholars’ Lab. This fellowship supports a team of University of Virginia PhD students from a variety of disciplines, who work collaboratively on a shared digital humanities project. Under the guidance of Scholars’ Lab faculty and staff, Praxis fellows conceive, develop, publish, and promote a digital project over the course of an academic year. Praxis is a unique and well-known training program in the internatio...",2021-10-27T00:00:00-04:00,1090
Personal Data Story,https://scholarslab.lib.virginia.edu/blog/personal-data-story/,"Crossposted toBrandon's blog.I just gave a workshop online for Dr.Jennifer Isasi’s course at Pennsylvania State University. Normally I would share the text I used for events like these, but since it was a workshop I don’t quite have something formal to share in that mode. The abstract and title I provided for the event can give some flavor of things:Organized Chaos: Humanities Data and Cleaning with a PurposeThis workshop covers the theory and practice of preparing humanities data for analysis. Even while being notoriously difficult to work with, we will explore how the mess of humanities data is actually what conveys a wealth of information. We will discuss the affordances and tradeoffs inherent in data cleaning with the humanities, when it is worth doing, and when it is worth maintaining a sense of organized chaos that our materials demand. Practical discussions will include working with dates, irregular spellings, and data organization. We will use OpenRefine to practice working wit...",2025-03-24T00:00:00-04:00,1371
Omniauth,https://scholarslab.lib.virginia.edu/blog/omniauth/,"After several weeks of grinding away with the generous help ofEricandShane, Omniauth works with our current setup. Now a user can arrive at our site and log into the system using their Facebook or Google accounts as an alternative to creating their own Prism-specific login.One significant difficulty we encountered was how to handle multiple authentications. In the default framework, the system creates a new user when you authenticate through a service. So, if a user clicks on Facebook authentication, that action creates a new user in the database. If that same user comes back and clicks Twitter instead, that user will then have a separate account unlinked to the first in the database. Rather than implement an authentication management system, we decided to add a disclaimer to the myPrisms page directing users to login with the correct accounts if they aren’t seeing the information that they expect.Another difficulty: initially we also wanted to include Twitter authentication, but Twitt...",2013-04-02T07:46:22-04:00,285
Embedded Pedagogy,https://scholarslab.lib.virginia.edu/blog/embedded-pedagogy/,"Crossposted toBrandon's blog.What follows is material drawn from a larger book project I’m working on about an approach to digital humanities pedagogy that intersects with administrative policy to work towards a more equitable landscape for higher education. I’ll be blogging pieces of it as I go, so stay tuned for more related work in the future. Keep in mind, though, that I will likely be blogging about other topics intermittently as well. You can find book-related postshere. Happy to hear feedback, either on social media or by email atbmw9t@virginia.edu.This is a book about teachers, the labor they take on, and the structures that prevent them doing that work well. Our institutions often define teaching as something that happens in specific spaces, at specific times, and by specific people. In higher education, positions are often described with a common shorthand: “I teach a 2-2” or “I carry a 4-4.” The formulation describes both a calendar distribution as well as the supposed burde...",2025-02-14T00:00:00-05:00,1591
Discussion that Opens,https://scholarslab.lib.virginia.edu/blog/discussion-that-opens/,"Crossposted toBrandon's blog.I was always very quiet in coursework as a student. I have always had some measure of social anxiety, and I felt it especially acutely when pressured to participate in the service of a grade. This was a constant in every course I took except one: in graduate school I took a course with David Vander Meulen on textual editing, and I felt more engaged and free to do so than ever before or after. While David was an exceptional teacher, there were other specific reasons I credit with the vibe in the room: it was a three hour seminar and there were only four students in the room. I could not hide and, perhaps most importantly, in a group that small there was a real sense that we were in it together, that we were accountable to each other for keeping the conversation alive. The social anxiety persisted after the course, but I’ve always remembered that group dynamic fondly.Did I mention the course met Friday mornings at 8:00AM? We really depended on each other to s...",2024-08-30T00:00:00-04:00,975
Speculative Digital Pedagogies,https://scholarslab.lib.virginia.edu/blog/speculative-digital-pedagogies/,"Crossposted toBrandon's blog.Seanna Viechweg and Brandon Walsh gave a talk on “Speculative Digital Pedagogies” at the 2024 ACH conference online. Texts and rough slides follow.Seanna- Hello, I’m Seanna Viechweg, a 5th-year PhD English candidate at the University of Virginia.Brandon- And I’m Brandon Walsh. I’m the Head of Students in the Scholars’ Lab, a digital research center in the University of Virginia Library.Brandon- Before we get started - a few links for you. You can find the rough text and slides for our presentation at the linkhere. And if you are interested in the resources we are discussing today you can find them in azotero library. So if you need access to those materials for any reason please do take a moment to open them in the browser as we’ll be moving away from this slide. But they’ll also persist after the conference is over, so you can rest assured that you’ll have access to them into the future.This is a talk not about where we are but, instead, where we could be....",2024-11-07T00:00:00-05:00,2528
Year Of Book Blogging: Digital Humanities Pedagogy in Kind,https://scholarslab.lib.virginia.edu/blog/year-of-book-blogging-digital-humanities-pedagogy-in-kind/,"Crossposted toBrandon's blog.Amanda, Ammon, and I have been discussing our plans for the upcoming year of blogging. While last year’s blogging push was invigorating and exciting, we wanted things to be slightly different in the coming year. In particular, we’ve been talking about wanting more continuity in the things we publish. Speaking for myself, it often felt like I was blogging just in time and on deadline. Some good things came out of that work, but I liked the idea of putting just a little more thinking into the project ahead of time so that I could blog around a central topic for the year. Amanda and Ammon have been incredibly helpful in talking about all this with me.Truthfully, I’ve been feeling the lack of a large writing project lately. After mydissertation, I worked on atext analysis coursebookwith Sarah Horowitz, a faculty colleague at W&L. I adore blogging, but I feel the lure of a large project I can chip away at over the next year and that can draw together my energy. ...",2020-01-28T04:28:28-05:00,1632
Thirteen Oblique Strategies For Digital Pedagogy,https://scholarslab.lib.virginia.edu/blog/thirteen-oblique-strategies-for-digital-pedagogy/,"Crossposted tomy blog.When I sat down to write this post I had no ideas. That’s probably inevitable, given the year of blogging challenge that we’re undertaking in the Scholars’ Lab. The whole point is to write often and frequently, that there is value in a steady stream of thoughts rather than waiting for the perfect blog post, and that regular writing makes the whole thing easier. Still, all those good intentions didn’t help me as I struggled to put text to blank page. As I often do in those situations I got out a deck of cards and started playing.I’ve been obsessed withOblique Strategiesfor years now. If you’re not familiar,Oblique Strategiesis a deck of cards published by Brian Eno and Peter Schmidt that aims to offer short, pithy suggestions for getting around creative dilemmas. The idea behind them is that the serendipity of drawing a mysterious phrase from the deck will help disrupt any blocks you might have moving forward. I’ve got a stack of them that I keep on my desk, and it...",2019-04-25T05:09:55-04:00,1026
Your Budget Is a Question of Pedagogy and Equity,https://scholarslab.lib.virginia.edu/blog/your-budget-is-a-question-of-pedagogy-and-equity/,"Crossposted toBrandon's blog.I finished drafting this post back before the extent of the coronavirus pandemic was becoming known. And now, of course, the impact of the virus around the globe—and on higher education in particular—continues to evolve. So I had been sitting on this post for some time; I wasn’t sure how a rapidly changing landscape of higher education, replete with hiring freezes and bleak budgetary outlooks, might impact these conversations. I’m still uncertain. But I’m publishing this now in the expectation that ethical conversations about budgets as they pertain to students and teaching are likely to become more important now than ever. I’m grateful toMackenzie Brooks,Amanda Visconti, and Elizabeth Fox for reading the post over.Caveats aside—this post is part of a larger project I’m working on over the course of the year about the intersections of digital humanities pedagogy as it can reflect and enact infrastructural change in higher education. While each post is meant...",2020-04-13T12:25:13-04:00,2608
"Virginia Woolf, Natural Language Processing, and the Quotation Mark",https://scholarslab.lib.virginia.edu/blog/virginia-woolf-natural-language-processing-and-the-quotation-mark/,"Crossposted tomy personal blog.For my fellowship in the Scholars’ Lab this year I’ll be working withEricto expand a project we began last year on Virginia Woolf and natural language processing. My dissertation focuses on sound recordings and modernism, and this year I will focus on how Woolf’s quotation marks offer evidence of her engagement with sound as a textual device. In my reading, the quotation mark is the most obvious point at which sound meets text, the most heavily used sound recording technology in use by writers. Patterns in quotation mark usage across large corpora can tell us a lot about the role that sound plays in literature, but, as you might expect, there arelotsof quotation marks - hundreds or thousands in any given text. Computational methods can help us make sense of the vast number and turn them into reasonable objects of study.You can find more information inthis postabout my thinking on quotation marks and some preliminary results from thinking about them in rel...",2015-09-10T07:19:52-04:00,773
Grading in Ruby,https://scholarslab.lib.virginia.edu/blog/grading-in-ruby/,"Chrisrecently posted hisvery exciting experimentthat uses Ruby to create music theory worksheets for his students. Inspired by this, I have been playing around on Ruby with much more modest aims: I wanted to use Ruby to do my grading for me. I always do my grading with an Excel spreadsheet and a series of formulas. I am not particularly skilled at that interface, though, and it usually takes me a while to get it to work right. I thought I might as well try to do the same thing in Ruby. Admittedly, this idea also came from Chris: he has been claiming that such a thing was a very real possibility for weeks now.Here is the source code. It’s a fairly rudimentary interface at this point, but it does seem to work. It allows you to compute a student’s final grade in a course where assignment types are weighted differently.I hope to keep tinkering with this over time. Some things that I would want to include in later versions:1)Clean up the code.I don’t feel very comfortable with classes at th...",2012-12-10T05:57:34-05:00,450
Announcing ‘Connection Established’,https://scholarslab.lib.virginia.edu/blog/announcing-connection-established/,"The Scholars’ Lab is pleased to shareConnection Established, the project launched by this year’s Praxis cohort.ThePraxis Programis a year-long reimagining of graduate methodological training for the digital age. Each year, a cohort of students works with theScholars’ Labto design, implement, and execute a digital project. This excerpt from the about page forConnection Establishedbest summarizes the work of this year’s cohort:Connection Established examines university teaching, life, and governance during the COVID-19 pandemic. In an interactive digitalstory, it asks users to make choices that engage issues of equity, accessibility, and mental health. And in an accompanyingmanifestoit urges a whole-person approach to teaching, learning, and labor.In the fall, the students were asked to consider the nature of the Praxis Program. This was the tenth year of the program, but most of the original staff involved with the design of the fellowship have since moved on to different positions. Bra...",2021-06-14T00:00:00-04:00,516
